file,true,pred,confidence,detected,gated
069_8533eee4.jpg,Brad Pitt,Brad Pitt,0.3813,no,no
072_da45cf8f.jpg,Brad Pitt,Brad Pitt,0.9565,yes,yes
073_aa4e37e8.jpg,Brad Pitt,Brad Pitt,0.8753,yes,yes
075_a7a83d60.jpg,Brad Pitt,Hugh Jackman,0.3650,no,no
083_d6f1d5ac.jpg,Brad Pitt,Tom Hanks,0.4987,no,no
084_4876da64.jpg,Brad Pitt,Brad Pitt,0.1964,no,no
090_12e1f614.jpg,Brad Pitt,Brad Pitt,0.2743,no,no
092_22d9de5d.jpg,Brad Pitt,Brad Pitt,0.5011,no,no
096_b096ebfe.jpg,Brad Pitt,Brad Pitt,0.9348,yes,yes
001_d3323f3c.jpg,Denzel Washington,Denzel Washington,0.8786,yes,yes
003_b622e925.jpg,Denzel Washington,Denzel Washington,0.7224,yes,no
008_7619a328.jpg,Denzel Washington,Will Smith,0.3125,no,no
009_817304c7.jpg,Denzel Washington,Denzel Washington,0.4348,yes,no
010_47031d88.jpg,Denzel Washington,Denzel Washington,0.8172,yes,yes
016_61188e3c.jpg,Denzel Washington,Denzel Washington,0.9241,yes,yes
029_cf7e7736.jpg,Denzel Washington,Denzel Washington,0.6759,yes,no
030_90c3e21e.jpg,Denzel Washington,Denzel Washington,0.5720,no,no
032_a67c5aa8.jpg,Denzel Washington,Denzel Washington,0.4726,yes,no
044_c38d661d.jpg,Denzel Washington,Will Smith,0.2890,no,no
057_ce4bc775.jpg,Denzel Washington,Denzel Washington,0.8541,yes,yes
058_3743cf7d.jpg,Denzel Washington,Will Smith,0.6223,no,no
067_ee6435dc.jpg,Denzel Washington,Denzel Washington,0.7916,yes,no
071_30155b02.jpg,Denzel Washington,Denzel Washington,0.7635,yes,no
076_7dd9c0bd.jpg,Denzel Washington,Denzel Washington,0.7797,yes,no
081_7e097924.jpg,Denzel Washington,Denzel Washington,0.4569,no,no
089_2539e4d9.jpg,Denzel Washington,Will Smith,0.5169,no,no
091_cc106747.jpg,Denzel Washington,Will Smith,0.5550,no,no
094_7858a9ff.jpg,Denzel Washington,Denzel Washington,0.9108,yes,yes
095_0a05b6dc.jpg,Denzel Washington,Denzel Washington,0.4276,no,no
007_68abd54d.jpg,Hugh Jackman,Hugh Jackman,0.8068,yes,yes
008_d5553651.jpg,Hugh Jackman,Hugh Jackman,0.6382,yes,no
009_11c22a3b.jpg,Hugh Jackman,Hugh Jackman,0.8316,yes,yes
011_17b8991d.jpg,Hugh Jackman,Hugh Jackman,0.8975,yes,yes
016_e319349e.jpg,Hugh Jackman,Hugh Jackman,0.2856,no,no
021_4d5264fd.jpg,Hugh Jackman,Hugh Jackman,0.2308,no,no
024_2a9dc3ca.jpg,Hugh Jackman,Hugh Jackman,0.5606,no,no
031_e8d3b475.jpg,Hugh Jackman,Robert Downey Jr,0.1990,no,no
041_efeaa4c3.jpg,Hugh Jackman,Hugh Jackman,0.6106,no,no
052_f394c931.jpg,Hugh Jackman,Brad Pitt,0.3815,yes,no
062_5db87e94.jpg,Hugh Jackman,Robert Downey Jr,0.2293,no,no
065_db7b31f5.jpg,Hugh Jackman,Hugh Jackman,0.6809,yes,no
066_03ff28be.jpg,Hugh Jackman,Brad Pitt,0.5100,yes,no
068_474081ea.jpg,Hugh Jackman,Hugh Jackman,0.4422,no,no
073_812b8d10.jpg,Hugh Jackman,Tom Hanks,0.2372,yes,no
075_31d85976.jpg,Hugh Jackman,Hugh Jackman,0.6745,no,no
077_08ff1da6.jpg,Hugh Jackman,Hugh Jackman,0.9519,yes,yes
087_7f9336ac.jpg,Hugh Jackman,Hugh Jackman,0.7349,yes,no
096_b2e35bd2.jpg,Hugh Jackman,Robert Downey Jr,0.3009,no,no
098_5cb67f9d.jpg,Hugh Jackman,Tom Hanks,0.2533,no,no
002_533748b2.jpg,Jennifer Lawrence,Denzel Washington,0.2870,yes,no
005_7f198c47.jpg,Jennifer Lawrence,Jennifer Lawrence,0.9760,no,yes
006_2d0dccd4.jpg,Jennifer Lawrence,Jennifer Lawrence,0.2985,no,no
010_34d63b53.jpg,Jennifer Lawrence,Jennifer Lawrence,0.9799,yes,yes
015_48a3c3ec.jpg,Jennifer Lawrence,Jennifer Lawrence,0.6584,yes,no
017_b67e0915.jpg,Jennifer Lawrence,Jennifer Lawrence,0.6576,no,no
019_ab6f69c3.jpg,Jennifer Lawrence,Jennifer Lawrence,0.3561,no,no
020_5a08581b.jpg,Jennifer Lawrence,Jennifer Lawrence,0.6633,yes,no
040_b392a367.jpg,Jennifer Lawrence,Jennifer Lawrence,0.2759,no,no
047_6e08a927.jpg,Jennifer Lawrence,Jennifer Lawrence,0.5174,no,no
048_2646d85d.jpg,Jennifer Lawrence,Scarlett Johansson,0.2927,no,no
055_7b8dfc3a.jpg,Jennifer Lawrence,Jennifer Lawrence,0.6619,no,no
056_f22ab393.jpg,Jennifer Lawrence,Jennifer Lawrence,0.4806,no,no
070_d8f59abc.jpg,Jennifer Lawrence,Jennifer Lawrence,0.8493,no,yes
071_70e7bd88.jpg,Jennifer Lawrence,Jennifer Lawrence,0.6504,no,no
072_47470694.jpg,Jennifer Lawrence,Jennifer Lawrence,0.7184,no,no
075_5a5afdfa.jpg,Jennifer Lawrence,Jennifer Lawrence,0.6790,no,no
089_152cf5f6.jpg,Jennifer Lawrence,Scarlett Johansson,0.1800,no,no
091_e8f3497f.jpg,Jennifer Lawrence,Jennifer Lawrence,0.9624,yes,yes
100_6882dc21.jpg,Jennifer Lawrence,Brad Pitt,0.1647,no,no
016_8b4d3698.jpg,Johnny Depp,Johnny Depp,0.8991,yes,yes
017_aadefe7b.jpg,Johnny Depp,Johnny Depp,0.3307,no,no
023_4e454f96.jpg,Johnny Depp,Will Smith,0.2090,no,no
025_4f2ec7c1.jpg,Johnny Depp,Johnny Depp,0.8868,yes,yes
038_081386a5.jpg,Johnny Depp,Robert Downey Jr,0.5288,no,no
039_13af66c8.jpg,Johnny Depp,Robert Downey Jr,0.5787,no,no
040_2e8934ea.jpg,Johnny Depp,Johnny Depp,0.6437,yes,no
042_05ce6c69.jpg,Johnny Depp,Johnny Depp,0.8252,yes,yes
049_9254f6f2.jpg,Johnny Depp,Johnny Depp,0.7666,no,no
052_e2e5ef6b.jpg,Johnny Depp,Johnny Depp,0.5733,yes,no
053_5b42d9d9.jpg,Johnny Depp,Johnny Depp,0.6045,no,no
054_50f42b56.jpg,Johnny Depp,Will Smith,0.2783,no,no
065_6f1ed846.jpg,Johnny Depp,Johnny Depp,0.5038,yes,no
071_d3036d43.jpg,Johnny Depp,Johnny Depp,0.5497,yes,no
073_71584704.jpg,Johnny Depp,Brad Pitt,0.2990,no,no
079_241963dc.jpg,Johnny Depp,Johnny Depp,0.8223,yes,yes
085_e9f6ea07.jpg,Johnny Depp,Johnny Depp,0.6408,yes,no
086_f052c533.jpg,Johnny Depp,Johnny Depp,0.8378,yes,yes
090_c5d1d9eb.jpg,Johnny Depp,Johnny Depp,0.5649,yes,no
093_8cb84a89.jpg,Johnny Depp,Jennifer Lawrence,0.1862,no,no
010_6102c83d.jpg,Kate Winslet,Scarlett Johansson,0.2501,no,no
011_dbc62ba7.jpg,Kate Winslet,Kate Winslet,0.5503,yes,no
018_738a56fd.jpg,Kate Winslet,Kate Winslet,0.7376,yes,no
020_a7a653f4.jpg,Kate Winslet,Kate Winslet,0.5008,no,no
030_92cca8fa.jpg,Kate Winslet,Jennifer Lawrence,0.2743,no,no
031_a92db443.jpg,Kate Winslet,Kate Winslet,0.7165,yes,no
035_8e23d941.jpg,Kate Winslet,Denzel Washington,0.3189,no,no
036_1533e4ff.jpg,Kate Winslet,Kate Winslet,0.2777,yes,no
037_895f9cda.jpg,Kate Winslet,Kate Winslet,0.8652,no,yes
041_79dd00e0.jpg,Kate Winslet,Denzel Washington,0.1853,no,no
043_f14565e2.jpg,Kate Winslet,Jennifer Lawrence,0.2954,yes,no
050_0c20b215.jpg,Kate Winslet,Will Smith,0.8597,no,yes
057_b1a0b23b.jpg,Kate Winslet,Leonardo DiCaprio,0.2299,no,no
063_c6f8603d.jpg,Kate Winslet,Kate Winslet,0.5821,yes,no
067_fb02357d.jpg,Kate Winslet,Kate Winslet,0.2251,no,no
070_257cc94f.jpg,Kate Winslet,Scarlett Johansson,0.1923,yes,no
081_e9a7882a.jpg,Kate Winslet,Kate Winslet,0.7000,yes,no
082_4bbff9c3.jpg,Kate Winslet,Will Smith,0.4560,no,no
095_8ffab61d.jpg,Kate Winslet,Jennifer Lawrence,0.3036,no,no
099_61c7b659.jpg,Kate Winslet,Kate Winslet,0.5304,yes,no
003_85990366.jpg,Leonardo DiCaprio,Brad Pitt,0.4627,yes,no
014_539eee38.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.4854,yes,no
015_2872d02b.jpg,Leonardo DiCaprio,Brad Pitt,0.8528,yes,yes
017_51311450.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.7775,yes,no
020_14f28bc8.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.5795,yes,no
021_eecdee92.jpg,Leonardo DiCaprio,Tom Hanks,0.2653,yes,no
022_66e94346.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.5069,yes,no
028_38a65d29.jpg,Leonardo DiCaprio,Hugh Jackman,0.3437,yes,no
031_28a211fc.jpg,Leonardo DiCaprio,Brad Pitt,0.4551,yes,no
033_312ea9ed.jpg,Leonardo DiCaprio,Brad Pitt,0.3172,yes,no
040_3a2c98cd.jpg,Leonardo DiCaprio,Brad Pitt,0.6919,yes,no
048_f82caaae.jpg,Leonardo DiCaprio,Will Smith,0.2642,no,no
060_668ebb3f.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.5474,no,no
061_57c86521.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.2580,no,no
073_42e32f65.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.9031,no,yes
078_a7fd9be1.jpg,Leonardo DiCaprio,Brad Pitt,0.4471,yes,no
080_2bffea0b.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.3630,no,no
086_a1441427.jpg,Leonardo DiCaprio,Brad Pitt,0.7072,yes,no
093_811dc474.jpg,Leonardo DiCaprio,Robert Downey Jr,0.2928,yes,no
094_78e0fb7b.jpg,Leonardo DiCaprio,Leonardo DiCaprio,0.4045,yes,no
003_61dd1e53.jpg,Megan Fox,Megan Fox,0.7791,no,no
012_d461a2b5.jpg,Megan Fox,Megan Fox,0.7881,yes,no
029_19296e1d.jpg,Megan Fox,Megan Fox,0.5835,no,no
032_4feb9977.jpg,Megan Fox,Megan Fox,0.7367,no,no
038_fe7a12d1.jpg,Megan Fox,Megan Fox,0.9242,yes,yes
040_11ad3b6e.jpg,Megan Fox,Megan Fox,0.9704,yes,yes
048_aae58619.jpg,Megan Fox,Megan Fox,0.8519,no,yes
052_3f3b6764.jpg,Megan Fox,Megan Fox,0.8919,no,yes
058_1b5b5422.jpg,Megan Fox,Megan Fox,0.5358,no,no
061_d844ec74.jpg,Megan Fox,Megan Fox,0.9181,yes,yes
063_10c723ae.jpg,Megan Fox,Tom Hanks,0.1886,yes,no
068_b8b844e2.jpg,Megan Fox,Megan Fox,0.8667,no,yes
071_d75194ff.jpg,Megan Fox,Robert Downey Jr,0.3314,no,no
075_9b57684f.jpg,Megan Fox,Megan Fox,0.3221,no,no
083_323ae1e8.jpg,Megan Fox,Megan Fox,0.8723,no,yes
085_2a0a4182.jpg,Megan Fox,Megan Fox,0.5507,no,no
089_ae8644ab.jpg,Megan Fox,Megan Fox,0.5895,no,no
092_bbd39177.jpg,Megan Fox,Megan Fox,0.4041,no,no
099_82722976.jpg,Megan Fox,Megan Fox,0.7491,no,no
100_f0e45dd1.jpg,Megan Fox,Megan Fox,0.7665,no,no
001_9cd1160a.jpg,Natalie Portman,Natalie Portman,0.4057,yes,no
010_9f899833.jpg,Natalie Portman,Scarlett Johansson,0.4313,no,no
011_7b37bf1f.jpg,Natalie Portman,Natalie Portman,0.4246,yes,no
013_46b35530.jpg,Natalie Portman,Scarlett Johansson,0.1747,no,no
021_0b9bd77d.jpg,Natalie Portman,Will Smith,0.2593,yes,no
023_b70934ce.jpg,Natalie Portman,Natalie Portman,0.2338,yes,no
027_ffa4c67b.jpg,Natalie Portman,Natalie Portman,0.6408,yes,no
028_0021b8a3.jpg,Natalie Portman,Natalie Portman,0.4475,no,no
031_972f207f.jpg,Natalie Portman,Johnny Depp,0.1626,yes,no
034_c658f190.jpg,Natalie Portman,Angelina Jolie,0.2829,no,no
053_5b6de4ba.jpg,Natalie Portman,Natalie Portman,0.3825,no,no
058_75c1a7f6.jpg,Natalie Portman,Scarlett Johansson,0.3425,no,no
061_029fc37f.jpg,Natalie Portman,Brad Pitt,0.1359,no,no
071_7621368b.jpg,Natalie Portman,Jennifer Lawrence,0.3376,yes,no
077_e589a0e2.jpg,Natalie Portman,Jennifer Lawrence,0.2935,yes,no
079_61aaf003.jpg,Natalie Portman,Scarlett Johansson,0.2612,no,no
081_bdc0cced.jpg,Natalie Portman,Jennifer Lawrence,0.4158,no,no
085_5abcaccb.jpg,Natalie Portman,Angelina Jolie,0.1545,no,no
091_6985bf33.jpg,Natalie Portman,Robert Downey Jr,0.2953,yes,no
095_00690f89.jpg,Natalie Portman,Scarlett Johansson,0.2431,yes,no
001_504d320d.jpg,Nicole Kidman,Brad Pitt,0.3311,no,no
005_0623ac96.jpg,Nicole Kidman,Nicole Kidman,0.2671,yes,no
007_76dc423a.jpg,Nicole Kidman,Natalie Portman,0.4992,no,no
012_b26d9a9d.jpg,Nicole Kidman,Jennifer Lawrence,0.3360,no,no
015_d6354178.jpg,Nicole Kidman,Nicole Kidman,0.2686,no,no
025_77aaff05.jpg,Nicole Kidman,Nicole Kidman,0.3013,no,no
033_8bed6926.jpg,Nicole Kidman,Nicole Kidman,0.2754,yes,no
041_0ab40c12.jpg,Nicole Kidman,Megan Fox,0.3441,no,no
042_daa8a279.jpg,Nicole Kidman,Nicole Kidman,0.5843,yes,no
047_73f5796f.jpg,Nicole Kidman,Nicole Kidman,0.6836,yes,no
052_365b9921.jpg,Nicole Kidman,Jennifer Lawrence,0.3171,no,no
053_37764f06.jpg,Nicole Kidman,Nicole Kidman,0.2226,no,no
059_09cd1b4d.jpg,Nicole Kidman,Nicole Kidman,0.3842,no,no
060_58a7a47c.jpg,Nicole Kidman,Megan Fox,0.2027,no,no
066_08ec842b.jpg,Nicole Kidman,Nicole Kidman,0.6896,yes,no
067_1c283466.jpg,Nicole Kidman,Megan Fox,0.2242,no,no
070_a4bd7cf0.jpg,Nicole Kidman,Tom Hanks,0.5735,no,no
071_e190c3a2.jpg,Nicole Kidman,Nicole Kidman,0.3966,yes,no
085_8f8cc791.jpg,Nicole Kidman,Jennifer Lawrence,0.2769,no,no
098_5224652a.jpg,Nicole Kidman,Jennifer Lawrence,0.5255,no,no
005_8af3cada.jpg,Robert Downey Jr,Robert Downey Jr,0.9210,no,yes
006_c26122bd.jpg,Robert Downey Jr,Robert Downey Jr,0.5772,yes,no
013_9e49009e.jpg,Robert Downey Jr,Brad Pitt,0.5107,yes,no
017_fd82d064.jpg,Robert Downey Jr,Robert Downey Jr,0.8543,yes,yes
020_b12140b8.jpg,Robert Downey Jr,Robert Downey Jr,0.4665,yes,no
041_b77c7671.jpg,Robert Downey Jr,Robert Downey Jr,0.5165,no,no
043_993b1247.jpg,Robert Downey Jr,Robert Downey Jr,0.8694,no,yes
049_0f461a3e.jpg,Robert Downey Jr,Robert Downey Jr,0.7986,yes,no
050_7509d1bb.jpg,Robert Downey Jr,Robert Downey Jr,0.3184,yes,no
057_8572457a.jpg,Robert Downey Jr,Robert Downey Jr,0.5404,yes,no
061_b36635a2.jpg,Robert Downey Jr,Robert Downey Jr,0.7516,no,no
064_9ac818ed.jpg,Robert Downey Jr,Robert Downey Jr,0.3810,no,no
065_343bfe69.jpg,Robert Downey Jr,Robert Downey Jr,0.7312,no,no
068_72330c63.jpg,Robert Downey Jr,Robert Downey Jr,0.5582,yes,no
076_318ed434.jpg,Robert Downey Jr,Jennifer Lawrence,0.2399,yes,no
084_f5991991.jpg,Robert Downey Jr,Hugh Jackman,0.3276,no,no
085_b44c8d35.jpg,Robert Downey Jr,Brad Pitt,0.3017,no,no
091_5307a177.jpg,Robert Downey Jr,Hugh Jackman,0.3788,no,no
092_c27c41de.jpg,Robert Downey Jr,Robert Downey Jr,0.7259,yes,no
096_84100579.jpg,Robert Downey Jr,Brad Pitt,0.2202,yes,no
002_24fab375.jpg,Sandra Bullock,Sandra Bullock,0.4218,no,no
003_0e3303fc.jpg,Sandra Bullock,Sandra Bullock,0.4491,no,no
014_fe364387.jpg,Sandra Bullock,Angelina Jolie,0.3433,no,no
026_e5342024.jpg,Sandra Bullock,Sandra Bullock,0.9171,no,yes
031_ad150d21.jpg,Sandra Bullock,Angelina Jolie,0.3031,no,no
033_bc82f2a9.jpg,Sandra Bullock,Megan Fox,0.2903,yes,no
036_701f7b42.jpg,Sandra Bullock,Will Smith,0.2092,no,no
038_254f6d4c.jpg,Sandra Bullock,Sandra Bullock,0.2921,yes,no
039_7654fd34.jpg,Sandra Bullock,Johnny Depp,0.2118,yes,no
046_89b5683b.jpg,Sandra Bullock,Sandra Bullock,0.3209,no,no
049_0ba44f0d.jpg,Sandra Bullock,Angelina Jolie,0.3440,no,no
050_4bdc1f8a.jpg,Sandra Bullock,Sandra Bullock,0.3067,no,no
051_6e09f63c.jpg,Sandra Bullock,Robert Downey Jr,0.4574,no,no
059_b5b38942.jpg,Sandra Bullock,Sandra Bullock,0.6012,no,no
062_f2c308de.jpg,Sandra Bullock,Denzel Washington,0.4458,yes,no
073_b0bfca72.jpg,Sandra Bullock,Angelina Jolie,0.2348,no,no
074_6e18fec0.jpg,Sandra Bullock,Sandra Bullock,0.6256,no,no
087_16446f73.jpg,Sandra Bullock,Jennifer Lawrence,0.1631,no,no
089_15cc8ac7.jpg,Sandra Bullock,Jennifer Lawrence,0.2108,yes,no
090_f3644e6b.jpg,Sandra Bullock,Sandra Bullock,0.6842,no,no
009_fc574624.jpg,Scarlett Johansson,Scarlett Johansson,0.9008,yes,yes
016_3e4f9139.jpg,Scarlett Johansson,Scarlett Johansson,0.9445,no,yes
025_cd625bef.jpg,Scarlett Johansson,Scarlett Johansson,0.7675,yes,no
026_f4a75554.jpg,Scarlett Johansson,Scarlett Johansson,0.5883,yes,no
030_16328494.jpg,Scarlett Johansson,Scarlett Johansson,0.4840,yes,no
032_7c1161c1.jpg,Scarlett Johansson,Scarlett Johansson,0.9208,no,yes
035_b51d7dae.jpg,Scarlett Johansson,Scarlett Johansson,0.6007,yes,no
040_9848047c.jpg,Scarlett Johansson,Scarlett Johansson,0.6787,no,no
049_8398d25d.jpg,Scarlett Johansson,Jennifer Lawrence,0.1756,yes,no
056_ec9b544d.jpg,Scarlett Johansson,Scarlett Johansson,0.3720,no,no
061_bf06c582.jpg,Scarlett Johansson,Scarlett Johansson,0.7695,no,no
071_9a0f4b21.jpg,Scarlett Johansson,Will Smith,0.3590,no,no
072_c7f23b07.jpg,Scarlett Johansson,Scarlett Johansson,0.8208,no,yes
078_6b17a035.jpg,Scarlett Johansson,Scarlett Johansson,0.8839,no,yes
092_4c27282f.jpg,Scarlett Johansson,Scarlett Johansson,0.4328,no,no
093_fda0f117.jpg,Scarlett Johansson,Scarlett Johansson,0.7495,yes,no
095_0c6b7820.jpg,Scarlett Johansson,Scarlett Johansson,0.5792,yes,no
100_0bc6635b.jpg,Scarlett Johansson,Scarlett Johansson,0.4977,no,no
102_97fca716.jpg,Scarlett Johansson,Scarlett Johansson,0.4978,no,no
105_0e19a5e1.jpg,Scarlett Johansson,Scarlett Johansson,0.7893,no,no
107_76e3d093.jpg,Scarlett Johansson,Scarlett Johansson,0.8134,no,yes
108_e118d7c8.jpg,Scarlett Johansson,Scarlett Johansson,0.5991,no,no
114_4d4c877f.jpg,Scarlett Johansson,Scarlett Johansson,0.8701,yes,yes
117_3aea85fd.jpg,Scarlett Johansson,Scarlett Johansson,0.6689,yes,no
126_27b87531.jpg,Scarlett Johansson,Scarlett Johansson,0.7591,no,no
127_9894295d.jpg,Scarlett Johansson,Scarlett Johansson,0.6795,no,no
138_c2c0dc1f.jpg,Scarlett Johansson,Scarlett Johansson,0.6787,no,no
139_30ec33f4.jpg,Scarlett Johansson,Scarlett Johansson,0.5494,no,no
140_080f3112.jpg,Scarlett Johansson,Scarlett Johansson,0.5303,no,no
151_5ddc0980.jpg,Scarlett Johansson,Scarlett Johansson,0.8198,no,yes
158_b3e56fdd.jpg,Scarlett Johansson,Scarlett Johansson,0.3720,no,no
166_1a464355.jpg,Scarlett Johansson,Scarlett Johansson,0.6409,no,no
168_aaaf41c4.jpg,Scarlett Johansson,Scarlett Johansson,0.5016,no,no
172_adae6b48.jpg,Scarlett Johansson,Scarlett Johansson,0.7157,yes,no
174_b300c293.jpg,Scarlett Johansson,Scarlett Johansson,0.8305,no,yes
176_09070ef2.jpg,Scarlett Johansson,Scarlett Johansson,0.8208,no,yes
179_d219493a.jpg,Scarlett Johansson,Scarlett Johansson,0.4772,no,no
182_56820995.jpg,Scarlett Johansson,Jennifer Lawrence,0.2245,no,no
191_6b48d25b.jpg,Scarlett Johansson,Scarlett Johansson,0.6228,no,no
196_08de561a.jpg,Scarlett Johansson,Scarlett Johansson,0.4999,no,no
001_08212dcd.jpg,Tom Cruise,Brad Pitt,0.4975,no,no
004_dc64d954.jpg,Tom Cruise,Tom Cruise,0.4248,yes,no
009_1f22d945.jpg,Tom Cruise,Robert Downey Jr,0.2172,yes,no
012_900c5b05.jpg,Tom Cruise,Brad Pitt,0.2518,yes,no
019_99363fad.jpg,Tom Cruise,Hugh Jackman,0.3254,no,no
024_e7356978.jpg,Tom Cruise,Tom Hanks,0.3579,yes,no
028_a41d259d.jpg,Tom Cruise,Brad Pitt,0.4420,yes,no
035_34c306d1.jpg,Tom Cruise,Brad Pitt,0.2107,yes,no
040_ca0a46b5.jpg,Tom Cruise,Brad Pitt,0.4553,yes,no
044_8ce8a143.jpg,Tom Cruise,Tom Hanks,0.3441,no,no
045_0b1b7a65.jpg,Tom Cruise,Brad Pitt,0.5429,yes,no
052_60af6c54.jpg,Tom Cruise,Jennifer Lawrence,0.1576,no,no
068_02e157e1.jpg,Tom Cruise,Robert Downey Jr,0.2648,no,no
073_dc7ca0db.jpg,Tom Cruise,Brad Pitt,0.4345,yes,no
082_1ac0f1ee.jpg,Tom Cruise,Tom Cruise,0.3973,yes,no
085_698d9a21.jpg,Tom Cruise,Robert Downey Jr,0.5405,no,no
090_8f4eb0e6.jpg,Tom Cruise,Will Smith,0.1718,no,no
091_a9736a22.jpg,Tom Cruise,Brad Pitt,0.6719,yes,no
099_705dbe8c.jpg,Tom Cruise,Tom Cruise,0.8043,yes,yes
100_32a5d9d1.jpg,Tom Cruise,Tom Cruise,0.1646,no,no
003_21d0aae6.jpg,Tom Hanks,Tom Hanks,0.5775,yes,no
011_1c3b7dfd.jpg,Tom Hanks,Robert Downey Jr,0.2758,yes,no
012_39efc245.jpg,Tom Hanks,Tom Hanks,0.9593,no,yes
014_ff388296.jpg,Tom Hanks,Tom Hanks,0.9028,yes,yes
015_782498ae.jpg,Tom Hanks,Tom Hanks,0.8178,yes,yes
022_df2ce089.jpg,Tom Hanks,Tom Hanks,0.1987,no,no
032_64d86c5b.jpg,Tom Hanks,Tom Hanks,0.6202,yes,no
038_339bfc70.jpg,Tom Hanks,Tom Hanks,0.8322,no,yes
042_1276f85d.jpg,Tom Hanks,Tom Hanks,0.2749,yes,no
047_fa46a4c7.jpg,Tom Hanks,Tom Hanks,0.9583,yes,yes
051_fc2e65a8.jpg,Tom Hanks,Tom Hanks,0.7293,no,no
052_4fb52c63.jpg,Tom Hanks,Tom Hanks,0.8316,yes,yes
056_869073c6.jpg,Tom Hanks,Tom Hanks,0.4771,yes,no
059_c7c906d9.jpg,Tom Hanks,Denzel Washington,0.2651,no,no
068_0c16cd68.jpg,Tom Hanks,Tom Hanks,0.8611,no,yes
076_66977623.jpg,Tom Hanks,Tom Hanks,0.5910,yes,no
080_13b6a4b6.jpg,Tom Hanks,Tom Hanks,0.4364,no,no
089_c8ef8eee.jpg,Tom Hanks,Tom Hanks,0.7456,no,no
092_de7a5a68.jpg,Tom Hanks,Robert Downey Jr,0.6344,yes,no
098_8b5a1524.jpg,Tom Hanks,Robert Downey Jr,0.4228,no,no
006_bbb6978e.jpg,Will Smith,Will Smith,0.6607,yes,no
011_0e0e8b1c.jpg,Will Smith,Will Smith,0.7540,no,no
014_f512d81c.jpg,Will Smith,Will Smith,0.9518,no,yes
021_3cf2aa92.jpg,Will Smith,Will Smith,0.8912,yes,yes
023_cb306a1a.jpg,Will Smith,Will Smith,0.4410,no,no
032_2899cee6.jpg,Will Smith,Will Smith,0.7633,no,no
037_17e4f89a.jpg,Will Smith,Will Smith,0.8098,yes,yes
044_988edbe9.jpg,Will Smith,Will Smith,0.3154,yes,no
047_dc7e1839.jpg,Will Smith,Will Smith,0.8723,no,yes
048_bf9c2b11.jpg,Will Smith,Denzel Washington,0.4387,no,no
050_f5bd72ba.jpg,Will Smith,Will Smith,0.8237,no,yes
